doc_id,doc_name,arm_number,position,description,head,title-fill,authors-fill,study_type-fill,arm_efficacy_metric-fill,arm_efficacy_results-fill,arm_description-1-fill,arm_dosage-1-fill,arm_description-2-fill,arm_dosage-2-fill,arm_description-3-fill,arm_dosage-3-fill,arm_description-4-fill,arm_dosage-4-fill,arm_description-5-fill,arm_dosage-5-fill,arm_description-6-fill,arm_description-6,arm_dosage-6-fill,uuid,choice,title-tag,title,authors-tag,authors,study_type-tag,study_type,arm_efficacy_metric-tag,arm_efficacy_metric,arm_efficacy_results-tag,arm_efficacy_results,arm_description-1-tag,arm_description-1,arm_dosage-1-tag,arm_dosage-1,arm_description-2-tag,arm_description-2,arm_dosage-2-tag,arm_dosage-2,arm_description-3-tag,arm_description-3,arm_dosage-3-tag,arm_dosage-3,arm_description-4-tag,arm_description-4,arm_dosage-4-tag,arm_dosage-4,arm_description-5-tag,arm_description-5,arm_dosage-5-tag,arm_dosage-5,arm_description-6-tag,arm_dosage-6-tag,arm_dosage-6,submit
55d5ef3f-1065-49cf-b81f-4eb22bed3a1d,Wolin-2019-A phase 2 study of an oral mTORC1_m,1,Paragraph 7,"Baseline assessments were completed within 28 days prior to first dose of CC-223 . Drug tolerability was continuously evaluated until 28 days after the last dose , using clinical event and laboratory test monitoring comprising a conventional hematologic and coagulation ( if taking anti - coagulants ) panel ; serum electrolytes ; fasting blood glucose ( this also included daily selfmonitoring with finger stick samples for the first month and for longer if necessary ) , HbA 1c , insulin , and c - peptide ; liver enzymes ; serum creatinine ; and protein . Others included serum uric acid , amylase and lipase , lipoproteins , thyroid function tests , creatine kinase , and immunoglobulins including T - cell subsets ( CD4 + and CD8 + ) . We also performed serial triplicate electrocardiograms ( ECGs ) , periodic left ventricular ejection fraction estimations ( echo or multiple gated acquisition [ MUGA ] ) , regular physical exams and vital sign measurements ( heart rate , blood pressure , respiratory rate , and temperature ) . Adverse events were coded with Medical Dictionary for Regulatory Activities ( MedDRA ) version 19.0 . Severity of adverse events was classified using the National Cancer Institute Common Terminology Criteria for Adverse Events ( CTCAE ) version 4.0 . A safety review committee provided study oversight .",Procedures,,,,,,"12,13",,,,,,,,,,,"["""",""""]",,2f485bb7-ff2a-48db-8a0a-e51d9670f3ce,arm_description-1,,,,,,,,,,,"12,13",CC-223,,,,,,,,,,,,,,,,,,,,,,Validate annotation
55d5ef3f-1065-49cf-b81f-4eb22bed3a1d,Wolin-2019-A phase 2 study of an oral mTORC1_m,2,Paragraph 7,"Baseline assessments were completed within 28 days prior to first dose of CC-223 . Drug tolerability was continuously evaluated until 28 days after the last dose , using clinical event and laboratory test monitoring comprising a conventional hematologic and coagulation ( if taking anti - coagulants ) panel ; serum electrolytes ; fasting blood glucose ( this also included daily selfmonitoring with finger stick samples for the first month and for longer if necessary ) , HbA 1c , insulin , and c - peptide ; liver enzymes ; serum creatinine ; and protein . Others included serum uric acid , amylase and lipase , lipoproteins , thyroid function tests , creatine kinase , and immunoglobulins including T - cell subsets ( CD4 + and CD8 + ) . We also performed serial triplicate electrocardiograms ( ECGs ) , periodic left ventricular ejection fraction estimations ( echo or multiple gated acquisition [ MUGA ] ) , regular physical exams and vital sign measurements ( heart rate , blood pressure , respiratory rate , and temperature ) . Adverse events were coded with Medical Dictionary for Regulatory Activities ( MedDRA ) version 19.0 . Severity of adverse events was classified using the National Cancer Institute Common Terminology Criteria for Adverse Events ( CTCAE ) version 4.0 . A safety review committee provided study oversight .",Procedures,,,,,,"12,13",,,,,,,,,,,"["""",""""]",,a843c95c-b69c-400b-89a9-6e1ee4dc2284,arm_description-1,,,,,,,,,,,"12,13",CC-223,,,,,,,,,,,,,,,,,,,,,,Validate annotation
55d5ef3f-1065-49cf-b81f-4eb22bed3a1d,Wolin-2019-A phase 2 study of an oral mTORC1_m,1,Paragraph 8,"Tumors were restaged by the principal investigator at each site using computed tomography ( CT ) , positron emission tomography ( PET)-CT , or magnetic resonance imaging scans after every 2 cycles through cycle 6 , and every 3 cycles thereafter , using Response Evaluation Criteria In Solid Tumors ( RECIST ) version 1.1 criteria for response [ 14 ] .",Procedures,,,,,,,,,,,,,,,,,"["""",""""]",,392d0173-7923-4f7f-b561-cda5c27a5912,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
55d5ef3f-1065-49cf-b81f-4eb22bed3a1d,Wolin-2019-A phase 2 study of an oral mTORC1_m,1,Paragraph 9,"Metabolic changes were assessed by percent change in total of standardized uptake value ( SUV ) of 2 - 18 F - fluoro-2-deoxyglucose ( FDG ) with PET scanning from baseline to day 15 in cycle 1 . Carcinoid symptoms of flushing and diarrhea were documented monthly with a non- https://doi.org/10.1371/journal.pone.0221994.g001 validated symptom questionnaire that was completed at each study visit . Patients reported whether they had experienced specific events , and the severity and/or frequency of these events . Symptom improvement was defined as � 50 % reduction in frequency and/or a 1-grade reduction in severity for each from baseline .",Procedures,,,,,,,,,,,,,,,,,"["""",""""]",,68c0857b-2143-4bde-835b-f734bae6f63d,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
55d5ef3f-1065-49cf-b81f-4eb22bed3a1d,Wolin-2019-A phase 2 study of an oral mTORC1_m,1,Paragraph 10,"Central laboratories conducted serial stimulated blood biomarker assays in monocytes ( CD14 + ) for p4E - BP1 and pPKB ( also known as pAKT ) for assessment of mTORC1 and mTORC2 inhibition , respectively . Monthly changes from baseline for chromogranin A ( CgA ) , and for other serum hormones if elevated , were assayed locally .",Procedures,,,,,,,,,,,,,,,,,"["""",""""]",,d150d8fa-a6bc-431c-aade-b9b3bfdad534,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
55d5ef3f-1065-49cf-b81f-4eb22bed3a1d,Wolin-2019-A phase 2 study of an oral mTORC1_m,1,Paragraph 11,"Blood for PK analysis was drawn on day 1 pre - dose and for up to 48 hours post - dose , and then on day 15 up to 8 hours post - dose . Urine on day 1 was collected within 30 minutes prior to dosing and at intervals up to 24 hours post - dose . Samples were assayed for CC-223 and the principal active metabolite ( M1 ) using validated chiral liquid chromatography mass spectrometry . CC-223 PK parameters were calculated using dosing and sample collection times . Noncompartmental PK analysis was performed used WinNonlin Enterprise version 5.2 Model 200 and Model 210 ( Certara , Princeton , NJ ) .",Procedures,,,,,,"62,63,79,80",,,,,,,,,,,"["""",""""]",,17ea5e6d-b12c-4993-95b0-382d2b6ecc77,arm_description-1,,,,,,,,,,,"62,63,79,80",CC-223 CC-223,,,,,,,,,,,,,,,,,,,,,,Validate annotation
55d5ef3f-1065-49cf-b81f-4eb22bed3a1d,Wolin-2019-A phase 2 study of an oral mTORC1_m,2,Paragraph 11,"Blood for PK analysis was drawn on day 1 pre - dose and for up to 48 hours post - dose , and then on day 15 up to 8 hours post - dose . Urine on day 1 was collected within 30 minutes prior to dosing and at intervals up to 24 hours post - dose . Samples were assayed for CC-223 and the principal active metabolite ( M1 ) using validated chiral liquid chromatography mass spectrometry . CC-223 PK parameters were calculated using dosing and sample collection times . Noncompartmental PK analysis was performed used WinNonlin Enterprise version 5.2 Model 200 and Model 210 ( Certara , Princeton , NJ ) .",Procedures,,,,,,"62,63,79,80",,,,,,,,,,,"["""",""""]",,7525a7d0-895c-47dc-a7e9-16a125ca76a3,title,,,,,,,,,,,"62,63,79,80",CC-223 CC-223,,,,,,,,,,,,,,,,,,,,,,Validate annotation
55d5ef3f-1065-49cf-b81f-4eb22bed3a1d,Wolin-2019-A phase 2 study of an oral mTORC1_m,1,Paragraph 12,"The primary objectives were to investigate the safety and tolerability and determine the preliminary PK of CC-223 administered orally . Secondary objectives were to characterize the PK of M1 , to evaluate the inhibition of mTORC1 and mTORC2 in peripheral blood using p4E - BP1 and pAKT as biomarkers , and to evaluate the preliminary efficacy of CC-223 in terms of tumor response , PFS , and overall survival ( OS ) .",Outcomes,,,,"64,65",,"16,17,57,58",,,,,,,,,,,"["""",""""]",,18b464e6-8c95-4ff6-9013-c114a72be0fd,title,,,,,,,"64,65",PFS,,,"16,17,57,58",CC-223 CC-223,,,,,,,,,,,,,,,,,,,,,,Validate annotation
55d5ef3f-1065-49cf-b81f-4eb22bed3a1d,Wolin-2019-A phase 2 study of an oral mTORC1_m,2,Paragraph 12,"The primary objectives were to investigate the safety and tolerability and determine the preliminary PK of CC-223 administered orally . Secondary objectives were to characterize the PK of M1 , to evaluate the inhibition of mTORC1 and mTORC2 in peripheral blood using p4E - BP1 and pAKT as biomarkers , and to evaluate the preliminary efficacy of CC-223 in terms of tumor response , PFS , and overall survival ( OS ) .",Outcomes,,,,"64,65",,"16,17,57,58",,,,,,,,,,,"["""",""""]",,bb0aac39-2d8a-481f-b230-79beee4b61a6,title,,,,,,,"64,65",PFS,,,"16,17,57,58",CC-223 CC-223,,,,,,,,,,,,,,,,,,,,,,Validate annotation
55d5ef3f-1065-49cf-b81f-4eb22bed3a1d,Wolin-2019-A phase 2 study of an oral mTORC1_m,1,Paragraph 13,"This phase 1/2 study was not powered for inferential statistics and mostly descriptive statistics were used . All patients dosed with CC-223 were included in the safety analysis . The efficacy analysis included all patients completing at least one cycle of drug who had both baseline and one post - baseline tumor efficacy assessment , unless otherwise specified . Categorical baseline variables including tumor type - specific characteristics were summarized using frequency counts and percentage . Continuous demographic and baseline characteristic variables were summarized by descriptive statistics . A Wilcoxon signed rank test was used to analyse change from baseline in serum hormone levels at selected scheduled visits .",Statistical analysis,,,"1,4",,,"21,22",,,,,,,,,,,"["""",""""]",,9c0550b3-1c5d-4f63-8bde-a7de54c0e001,arm_efficacy_metric,,,,,"1,4",phase 1/2 study,,,,,"21,22",CC-223,,,,,,,,,,,,,,,,,,,,,,Validate annotation
55d5ef3f-1065-49cf-b81f-4eb22bed3a1d,Wolin-2019-A phase 2 study of an oral mTORC1_m,2,Paragraph 13,"This phase 1/2 study was not powered for inferential statistics and mostly descriptive statistics were used . All patients dosed with CC-223 were included in the safety analysis . The efficacy analysis included all patients completing at least one cycle of drug who had both baseline and one post - baseline tumor efficacy assessment , unless otherwise specified . Categorical baseline variables including tumor type - specific characteristics were summarized using frequency counts and percentage . Continuous demographic and baseline characteristic variables were summarized by descriptive statistics . A Wilcoxon signed rank test was used to analyse change from baseline in serum hormone levels at selected scheduled visits .",Statistical analysis,,,,,,"21,22",,"21,22",,,,,,,,,"["""",""""]",,a187adab-a7ec-413e-b154-22c3c0df5322,study_type,,,,,"1,4",phase 1/2 study,,,,,"21,22",CC-223,,,"21,22",CC-223,,,,,,,,,,,,,,,,,,Validate annotation
55d5ef3f-1065-49cf-b81f-4eb22bed3a1d,Wolin-2019-A phase 2 study of an oral mTORC1_m,1,Paragraph 14,Best overall tumor response by investigator assessment was summarized using frequency tabulation . Waterfall plots were used to show best percentage change from baseline in the sum of length ( longest diameter ) of target lesions .,Statistical analysis,,,,,,,,,,,,,,,,,"["""",""""]",,156dfedf-b407-48f6-b2b7-1393487be2fc,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
55d5ef3f-1065-49cf-b81f-4eb22bed3a1d,Wolin-2019-A phase 2 study of an oral mTORC1_m,1,Paragraph 15,Relationship between PFS and NET - specific assessments such as serum hormone levels and carcinoid symptoms were investigated . The Kaplan - Meier estimate of median PFS with its two - sided 95 % confidence interval [ CI ] was provided for each baseline category of the selected biomarkers . Kaplan - Meier plots of PFS were created by category . The raw P value of the log rank test comparing survival distribution of PFS between categories was also provided .,Statistical analysis,,,,"2,3,25,27,26,27",,,,,,,,,,,,,"["""",""""]",,18c16d86-050c-4626-8d2b-767210351ea3,title,,,,,,,"2,3,25,27,26,27",PFS median PFS PFS,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
55d5ef3f-1065-49cf-b81f-4eb22bed3a1d,Wolin-2019-A phase 2 study of an oral mTORC1_m,1,Paragraph 16,"Approximately 40 evaluable patients with NET were planned for further evaluation of safety and preliminary antitumor activity . Patients could receive CC-223 at the MTD and/or a lower dose level based on the safety , PK , and PD data from the dose escalation phase [ 13 ] .",Statistical analysis,,,,,,"21,22",,"21,22",,,,,,,,,"["""",""""]",,6a6e4eb6-00d6-4070-b32f-6697ab2739a4,title,,,,,,,,,,,"21,22",CC-223,,,"21,22",CC-223,,,,,,,,,,,,,,,,,,Validate annotation
55d5ef3f-1065-49cf-b81f-4eb22bed3a1d,Wolin-2019-A phase 2 study of an oral mTORC1_m,1,Paragraph 17,"Enrollment and tumor response rate monitoring were based on Wald 's sequential analysis [ 15 ] . Assuming a target response rate of 20 % for the tumor type of interest ( NET ) , based on the sequential design , with 80 % power to identify the group with 20 % or more response rate at 5 % significance level when the response rate is at 10 % , the enrollment could be stopped for futility when there was no responder out of up to 14 evaluable patients .",Statistical analysis,,,,,,,,,,,,,,,,,"["""",""""]",,d7f1e2a0-7fdf-4997-a8e5-35c977c12d2b,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
55d5ef3f-1065-49cf-b81f-4eb22bed3a1d,Wolin-2019-A phase 2 study of an oral mTORC1_m,1,Paragraph 18,"The study was conducted between July 2011 and October 2016 at 15 investigational sites . From a total of 58 screened patients , 47 met all eligibility criteria . Of those , the first 24 started CC-223 at the MTD of 45 mg / day and the subsequent 23 started at 30 mg / day . Median age was 63 years ( min - max : 35 - 79 years ) ( Table 1 ) . Men comprised 40 % of the population ; 92 % of patients were white , and 64 % had ECOG performance status score of 1 on entry . Most ( 91 % ) had received prior SSA therapy and 43 % had received additional systemic treatment ; no patient received prior mTOR inhibitor therapy ; however , one patient received concomitant treatment with everolimus . The majority ( 57 % ) had midgut , followed by other GI ( 23 % ) tumors , and 53 % reported NET - related symptoms of either flushing or diarrhea . Eighteen patients ( 38 % ) withdrew from the study due to progression of their disease , 9 ( 19 % ) due to withdrawal of consent , 8 ( 17 % ) due to adverse events , 2 patients ( 4 % ) died , and 10 ( 21 % ) discontinued for other reasons .",Results,,,,,,"36,37","41,45","36,37","51,55",,,,,,,,"["""",""""]",,c6486b78-f9aa-4ab4-a7da-95a0482efec0,title,,,,,,,,,,,"36,37",CC-223,"41,45",45 mg / day,"36,37",CC-223,"51,55",30 mg / day,,,,,,,,,,,,,,,,Validate annotation
55d5ef3f-1065-49cf-b81f-4eb22bed3a1d,Wolin-2019-A phase 2 study of an oral mTORC1_m,1,Paragraph 21,"Mean percent decrease from baseline to day 15 of treatment in [ 18 F]-FDG PET SUV in 31 patients was 32.0 % ( standard deviation 35.2 % ; P<0.0001 , Wilcoxon signed rank test ) . Twentyone patients ( 44.7 % ) exhibited at least a 15 % reduction in uptake and 18 ( 38.3 % ) had at least a 25 % reduction in SUV . These metabolic changes did not correlate strongly with subsequent tumor response outcomes using RECIST criteria ( Fig 2 ) .",Results,,,,,,,,,,,,,,,,,"["""",""""]",,4efd444a-0c48-4b56-bcd8-786f0bb39b10,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
55d5ef3f-1065-49cf-b81f-4eb22bed3a1d,Wolin-2019-A phase 2 study of an oral mTORC1_m,1,Paragraph 22,"Of the 47 patients , 41 completed at least one cycle of CC-223 , had at least one restaging , and were thus evaluable for efficacy . By investigator assessment , no patient had a complete response ( CR ) , 3 patients ( 7.3 % ) had a partial response ( PR ) , 34 ( 82.9 % ) showed stable disease ( SD ) , 1 ( 2.4 % ) had progressive disease ( PD ) , and for 3 ( 7.3 % ) the assessment was not done . Thus , the objective response rate ( CR+PR ) was 7.3 % ( 95 % CI 1.5 - 19.9 % ) and the disease control rate ( CR+PR+SD ) was 90.2 % ( 95 % CI 76.9 - 97.3 % ) . It is noteworthy that tumor shrinkage of any magnitude relative to baseline was observed in 73.2 % patients ( 95 % CI 57.1 - 85.8 % ) ( Fig 2 ) . Duration of response for the three patients with PR was 125 , 253 + ( no PD reported ) , and 401 days . The median duration of SD was long and lasted 297 days ( min 50 days , max 1519 days ) . Duration of SD was longer than a year in 17 patients . Median PFS for the treated population was 19.5 months ( 95 % CI 10.4 - 28.5 months ) with rates at 6 and 10 months of 85 % and 64 % , respectively ; median OS was not assessable ( OS rate at 48 weeks was 0.97 ) ( Fig 3 ) .",Results,,,,"223,225","230,241,242,256","12,13",,"12,13",,,,,,,,,"["""",""""]",,9f270233-4e32-4bab-bbe0-b60a66dd18f4,arm_efficacy_results,,,,,,,"223,225",Median PFS,"230,241,242,254",19.5 months ( 95 % CI 10.4 - 28.5 months ) rates at 6 and 10 months of 85 % and 64 %,"12,13",CC-223,,,"12,13",CC-223,,,,,,,,,,,,,,,,,,Validate annotation
