"","doc_id","doc_name","arm_number","position","description","head","choice","title-tag","title","authors-tag","authors","study_type-tag","study_type","arm_efficacy_metric-tag","arm_efficacy_metric","arm_efficacy_results-tag","arm_efficacy_results","arm_description-1-tag","arm_description-1","arm_dosage-1-tag","arm_dosage-1","submit-prefill","submit-stay","submit","arm_description-2-tag","arm_description-2","arm_dosage-2-tag","arm_dosage-2","arm_description-3-tag","arm_description-3","arm_dosage-3-tag","arm_dosage-3","arm_description-4-tag","arm_description-4","arm_dosage-4-tag","arm_dosage-4","arm_description-5-tag","arm_description-5","arm_dosage-5-tag","arm_dosage-5"
"15","c5e77289-4eb8-4ec4-8e8d-44156a48f859","Cafferty-2020-Long-term outcomes with intensiv","1","Paragraph 4","Eligible patients were ! 16 years with extracranial GCT and at least one International Germ Cell Cancer Collaborative Group ( IGCCCG ) poor prognosis feature ( mediastinal primary , non - pulmonary visceral metastases , AFP [ alpha fetaprotein ] > 10,000 ng / ml , HCG [ human chorionic gonadotropin ] > 50,000iu / l or LDH [ lactase dehydrogenase ] > 10Â upper limit of normal [ ULN ] ) . Diagnoses were based on histology ; or elevated AFP and/or HCG in a patient with a testicular tumour ; or unequivocally elevated markers ( AFP>1000 ng / ml or HCG>5000iu / l ) in men aged < 45 years without a testis tumour but with an otherwise appropriate clinical picture . Applicable regulatory and ethics approvals , and written informed consent , were obtained .","Patients","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"16","c5e77289-4eb8-4ec4-8e8d-44156a48f859","Cafferty-2020-Long-term outcomes with intensiv","1","Paragraph 5","This was an open - label , parallel , phase II , multicentre , UK trial with randomisation ( 1:1 ) to BEP or CBOP/ BEP . Eligible patients not deemed fit enough to receive protocol treatment ( by the treating investigator ) could be stabilised with low - dose chemotherapy ( normally 20 mg / m 2 of cisplatin 20 mg / m or carboplatin AUC3 and etoposide or vincristine for two days ) before enrolment . Randomisation at the coordinating trial unit ( accessible by telephone to recruiting teams ) used minimisation based on preprotocol chemotherapy , primary tumour site , centre and a random element .","Study design","arm_description-1","","","","","3,16","open - label , parallel , phase II , multicentre , UK trial","","","","","24,26","CBOP/ BEP","","","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"17","c5e77289-4eb8-4ec4-8e8d-44156a48f859","Cafferty-2020-Long-term outcomes with intensiv","2","Paragraph 5","This was an open - label , parallel , phase II , multicentre , UK trial with randomisation ( 1:1 ) to BEP or CBOP/ BEP . Eligible patients not deemed fit enough to receive protocol treatment ( by the treating investigator ) could be stabilised with low - dose chemotherapy ( normally 20 mg / m 2 of cisplatin 20 mg / m or carboplatin AUC3 and etoposide or vincristine for two days ) before enrolment . Randomisation at the coordinating trial unit ( accessible by telephone to recruiting teams ) used minimisation based on preprotocol chemotherapy , primary tumour site , centre and a random element .","Study design","arm_description-1","","","","","","","","","","","22,23","BEP","","","","","Submit arm","","","","","","","","","","","","","","","",""
"18","c5e77289-4eb8-4ec4-8e8d-44156a48f859","Cafferty-2020-Long-term outcomes with intensiv","1","Paragraph 6","The control arm comprised 4 cycles of Indiana - style 5day BEP [ 5 ] over 12 weeks : 100 mg / m 2 of etoposide and 20 mg / m 2 of cisplatin on days 1e5 of each cycle and 12 doses of 30,000iu of bleomycin weekly . The CBOP/ BEP arm comprised 6 chemotherapy cycles over 15 weeks . At weeks 1 and 3 , 50 mg / m 2 of cisplatin on days 1 and 2 and 2 mg of vincristine and 15000iu of bleomycin on day 1 were administered . At weeks 2 and 4 , 40 mg / m 2 of cisplatin , 2 mg of vincristine and carboplatin AUC3 all on day 1 and 15000iu of bleomycin by 24-h iv infusion on days 1e5 ( total dose 75000iu ) were administered . At weeks 5 and 6 , 2 mg of vincristine and 15000iu of bleomycin on day 1 were administered . At weeks 7e15 , 3 cycles of Indiana - style BEP administered as for the control arm , except with modified bleomycin dose of 15000iu weekly . Prophylactic granulocyte - colony stimulating factor ( G - CSF ) was mandated ( in week five of CBOP / BEP and during each BEP cycle in both arms ) from January 2008 following an Independent Data Monitoring Committee recommendation .","Treatment and follow-up assessments","arm_description-1","","","","","","","","","","","50,52,203,206","CBOP/ BEP CBOP / BEP","54,60,62,184","6 chemotherapy cycles over 15 weeks weeks 1 and 3 , 50 mg / m 2 of cisplatin on days 1 and 2 and 2 mg of vincristine and 15000iu of bleomycin on day 1 were administered . At weeks 2 and 4 , 40 mg / m 2 of cisplatin , 2 mg of vincristine and carboplatin AUC3 all on day 1 and 15000iu of bleomycin by 24-h iv infusion on days 1e5 ( total dose 75000iu ) were administered . At weeks 5 and 6 , 2 mg of vincristine and 15000iu of bleomycin on day 1 were administered . At weeks 7e15 , 3 cycles of Indiana - style BEP administered as for the control arm , except with modified bleomycin dose of 15000iu weekly","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"19","c5e77289-4eb8-4ec4-8e8d-44156a48f859","Cafferty-2020-Long-term outcomes with intensiv","2","Paragraph 6","The control arm comprised 4 cycles of Indiana - style 5day BEP [ 5 ] over 12 weeks : 100 mg / m 2 of etoposide and 20 mg / m 2 of cisplatin on days 1e5 of each cycle and 12 doses of 30,000iu of bleomycin weekly . The CBOP/ BEP arm comprised 6 chemotherapy cycles over 15 weeks . At weeks 1 and 3 , 50 mg / m 2 of cisplatin on days 1 and 2 and 2 mg of vincristine and 15000iu of bleomycin on day 1 were administered . At weeks 2 and 4 , 40 mg / m 2 of cisplatin , 2 mg of vincristine and carboplatin AUC3 all on day 1 and 15000iu of bleomycin by 24-h iv infusion on days 1e5 ( total dose 75000iu ) were administered . At weeks 5 and 6 , 2 mg of vincristine and 15000iu of bleomycin on day 1 were administered . At weeks 7e15 , 3 cycles of Indiana - style BEP administered as for the control arm , except with modified bleomycin dose of 15000iu weekly . Prophylactic granulocyte - colony stimulating factor ( G - CSF ) was mandated ( in week five of CBOP / BEP and during each BEP cycle in both arms ) from January 2008 following an Independent Data Monitoring Committee recommendation .","Treatment and follow-up assessments","arm_description-1","","","","","","","","","","","11,12,209,210","BEP BEP","4,48","4 cycles of Indiana - style 5day BEP [ 5 ] over 12 weeks : 100 mg / m 2 of etoposide and 20 mg / m 2 of cisplatin on days 1e5 of each cycle and 12 doses of 30,000iu of bleomycin weekly","","","Submit arm","","","","","","","","","","","","","","","",""
"20","c5e77289-4eb8-4ec4-8e8d-44156a48f859","Cafferty-2020-Long-term outcomes with intensiv","1","Paragraph 7","Assessments and management during treatment have been reported previously [ 2 ] . The protocol specified a 5-year follow - up period after randomisation . Follow - up assessments ( clinical examination , chest xray and markers ) were performed two - monthly in year one , 3-monthly in year two and then six months once to 5 years . Audiometry and lung function were assessed at 12 months and semen analysis at 24 months . Crosssectional imaging was performed at 2e4 weeks after end of treatment . It was additionally performed to follow residual disease 6-monthly until resolution ( < 1 cm ) , resected or stable for 1 year ; 2 months after surgical resection of tumour masses ; and at the investigator 's discretion . Surgical resection was advised for all non - resolving masses > 1 cm . Management of disease progression was at the clinician 's discretion . This analysis was planned when all of the follow - up was complete . For patients who were lost to follow - up , survival status was sought via general practitioners ( GPs ) .","Treatment and follow-up assessments","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"21","c5e77289-4eb8-4ec4-8e8d-44156a48f859","Cafferty-2020-Long-term outcomes with intensiv","1","Paragraph 8","The primary outcome ( reported previously ) was favourable response rate : the proportion of patients achieving complete response ( disappearance of all disease and normal tumour markers ) or partial response ( residual mass unresected ) with negative markers .","Outcome measures","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"22","c5e77289-4eb8-4ec4-8e8d-44156a48f859","Cafferty-2020-Long-term outcomes with intensiv","1","Paragraph 9","The current analysis focuses on secondary outcomes : progression - free survival ( PFS , time from randomisation until disease progression , relapse or death , with treatment failure considered to be an event , and censoring at the most recent assessment for eventfree patients ) ; overall survival ( OS , time from randomisation until death from any cause , with censoring at the date last known to be alive ) and toxicity ( Common Terminology Criteria for Adverse Events ( CTCAE ) v3.0 ) at 12 months ( þ / À 2 months ) . Data on pulmonary and audiometry investigations performed at this time were insufficient .","Outcome measures","arm_efficacy_metric","","","","","","","8,12,13,14","progression - free survival PFS","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"23","c5e77289-4eb8-4ec4-8e8d-44156a48f859","Cafferty-2020-Long-term outcomes with intensiv","1","Paragraph 10","PFS / OS analyses were based on Kaplan - Meier curves and hazard ratios ( HRs ) derived from Cox regression models with 95 % confidence intervals ( CIs ) . Exploratory analyses considered the impact of IGCCCG poor risk features [ 1 ] , receipt of stabilising chemotherapy and early marker decline , with p < 0.1 ( 2-sided ) regarded as significant . Marker decline was classified based on the GETUG13 algorithm [ 3,6 ] , considering AFP and HCG values after one BEP cycle ( approximately day 21 ) in the BEP arm or after two CBOP cycles ( approximately day 28 ; with day 14 values used if the later value was not available ) in the CBOP / BEP arm ( appendix A ) . In multivariable models , treatment effect was adjusted for any factors with p < 0.1 in univariate models . Power was limited , particularly for OS , where number of events was small . All randomized patients were included on an intent - to - treat basis with the exception of models incorporating early marker decline , where 3 patients who stopped treatment before the relevant marker assessment were excluded . Subgroup analyses considered the impact of early marker decline in the BEP arm and in those who did not receive stabilising chemotherapy .","Statistical analysis","arm_description-1","","","","","","","0,1","PFS","","","99,100,121,125","CBOP CBOP / BEP arm","","","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"24","c5e77289-4eb8-4ec4-8e8d-44156a48f859","Cafferty-2020-Long-term outcomes with intensiv","2","Paragraph 10","PFS / OS analyses were based on Kaplan - Meier curves and hazard ratios ( HRs ) derived from Cox regression models with 95 % confidence intervals ( CIs ) . Exploratory analyses considered the impact of IGCCCG poor risk features [ 1 ] , receipt of stabilising chemotherapy and early marker decline , with p < 0.1 ( 2-sided ) regarded as significant . Marker decline was classified based on the GETUG13 algorithm [ 3,6 ] , considering AFP and HCG values after one BEP cycle ( approximately day 21 ) in the BEP arm or after two CBOP cycles ( approximately day 28 ; with day 14 values used if the later value was not available ) in the CBOP / BEP arm ( appendix A ) . In multivariable models , treatment effect was adjusted for any factors with p < 0.1 in univariate models . Power was limited , particularly for OS , where number of events was small . All randomized patients were included on an intent - to - treat basis with the exception of models incorporating early marker decline , where 3 patients who stopped treatment before the relevant marker assessment were excluded . Subgroup analyses considered the impact of early marker decline in the BEP arm and in those who did not receive stabilising chemotherapy .","Statistical analysis","arm_description-1","","","","","","","0,1","PFS","","","94,96,212,214","BEP arm BEP arm","","","","","Submit arm","","","","","","","","","","","","","","","",""
"25","c5e77289-4eb8-4ec4-8e8d-44156a48f859","Cafferty-2020-Long-term outcomes with intensiv","1","Paragraph 13","Between June 2005 and December 2009 , 89 patients were enrolled from 16 UK centres ( recruiting between 1 and 15 patients each , median 5 ) ; 43 of them were randomised to CBOP / BEP ( Fig . 1 ) . The mean age was 30 years ( range 16e68 ) , and 18 patients ( 20 % ) had mediastinal primary tumours . Fifty - three patients ( 60 % ) had diagnosis confirmed histologically and 36 ( 40 % ) based on markers/ clinical picture . Sixty - four patients ( 72 % ) had not undergone orchidectomy at the time of trial registration . Twenty - four patients ( 27 % ) had low - dose chemotherapy for stabilisation . IGCCCG poor prognosis features and receipt of stabilising chemotherapy were similar between arms ( Table 1 ) . Details of treatment and acute toxicity have been reported previously : completion rates were similarly high in the two arms ( 41/46 , 89 % for BEP ; 40/ 43 , 93 % CBOP / BEP ) ; rates of CTCAE grade ! 3 symptoms were higher with CBOP / BEP ( 95 % vs 63 % with BEP ) , largely because of haematological toxicity .","Results","arm_description-1","","","","","","","","","","","34,37,176,179,191,194","CBOP / BEP CBOP / BEP CBOP / BEP","","","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"26","c5e77289-4eb8-4ec4-8e8d-44156a48f859","Cafferty-2020-Long-term outcomes with intensiv","2","Paragraph 13","Between June 2005 and December 2009 , 89 patients were enrolled from 16 UK centres ( recruiting between 1 and 15 patients each , median 5 ) ; 43 of them were randomised to CBOP / BEP ( Fig . 1 ) . The mean age was 30 years ( range 16e68 ) , and 18 patients ( 20 % ) had mediastinal primary tumours . Fifty - three patients ( 60 % ) had diagnosis confirmed histologically and 36 ( 40 % ) based on markers/ clinical picture . Sixty - four patients ( 72 % ) had not undergone orchidectomy at the time of trial registration . Twenty - four patients ( 27 % ) had low - dose chemotherapy for stabilisation . IGCCCG poor prognosis features and receipt of stabilising chemotherapy were similar between arms ( Table 1 ) . Details of treatment and acute toxicity have been reported previously : completion rates were similarly high in the two arms ( 41/46 , 89 % for BEP ; 40/ 43 , 93 % CBOP / BEP ) ; rates of CTCAE grade ! 3 symptoms were higher with CBOP / BEP ( 95 % vs 63 % with BEP ) , largely because of haematological toxicity .","Results","arm_description-1","","","","","","","","","","","169,170,201,202","BEP BEP","","","","","Submit arm","","","","","","","","","","","","","","","",""
"27","c5e77289-4eb8-4ec4-8e8d-44156a48f859","Cafferty-2020-Long-term outcomes with intensiv","1","Paragraph 14","Median follow - up was 63 months e similar between arms . All surviving patients had a minimum 58-month follow - up , with the exception of 6 who were lost to follow - up ( 4 BEP , 2 CBOP / BEP ) . Of these , 2 had had progression events ( 1 BEP treatment failure , with 38month post - failure follow - up ; 1 progression following CBOP / BEP , with 9 months follow - up thereafter ) . Survival status at ! 5 years was obtained through GPs for these 2 patients , and for a furtherBEP patient who was lost to follow - up . Fig . 1 . Flow of participants through the trial . a 2 of these patients had already had a progression event at the time of loss to follow - up ( 1 BEP and 1 CBOP / BEP , with 38 and 9 month postprogression follow - up , respectively ) and so contribute complete data to the PFS analysis ; in addition , survival information at ! 5 years was obtained from GPs for the 2 patients who had already progressed and a further 1 BEP patient . b 3 patients ( 2 BEP , 1 CBOP / BEP ) are excluded from models incorporating marker decline because they only received one cycle of treatment in the trial and , therefore , did not have the relevant marker assessment for calculation of time to normalisation . In addition , analyses of 12-month toxicity are restricted to surviving patients ( 33 BEP , 32 CBOP / BEP ) with follow - up assessment data between 10 and 14 months after randomisation .","Results","arm_description-1","","","","","","","171,172","PFS","","","40,43,71,74,148,151,210,213,267,270","CBOP / BEP CBOP / BEP CBOP / BEP CBOP / BEP CBOP / BEP","","","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"28","c5e77289-4eb8-4ec4-8e8d-44156a48f859","Cafferty-2020-Long-term outcomes with intensiv","2","Paragraph 14","Median follow - up was 63 months e similar between arms . All surviving patients had a minimum 58-month follow - up , with the exception of 6 who were lost to follow - up ( 4 BEP , 2 CBOP / BEP ) . Of these , 2 had had progression events ( 1 BEP treatment failure , with 38month post - failure follow - up ; 1 progression following CBOP / BEP , with 9 months follow - up thereafter ) . Survival status at ! 5 years was obtained through GPs for these 2 patients , and for a furtherBEP patient who was lost to follow - up . Fig . 1 . Flow of participants through the trial . a 2 of these patients had already had a progression event at the time of loss to follow - up ( 1 BEP and 1 CBOP / BEP , with 38 and 9 month postprogression follow - up , respectively ) and so contribute complete data to the PFS analysis ; in addition , survival information at ! 5 years was obtained from GPs for the 2 patients who had already progressed and a further 1 BEP patient . b 3 patients ( 2 BEP , 1 CBOP / BEP ) are excluded from models incorporating marker decline because they only received one cycle of treatment in the trial and , therefore , did not have the relevant marker assessment for calculation of time to normalisation . In addition , analyses of 12-month toxicity are restricted to surviving patients ( 33 BEP , 32 CBOP / BEP ) with follow - up assessment data between 10 and 14 months after randomisation .","Results","arm_description-1","","","","","","","171,172","PFS","","","37,38,55,56,102,103,145,146,199,200,207,208,264,265","BEP BEP furtherBEP BEP BEP BEP BEP","","","","","Submit arm","","","","","","","","","","","","","","","",""
